Id,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Planet,Universe
16233,Robot F2324,Public,Good,Photocellular,Blond,Female,Yes,27,"1960, March",New Earth,DC
16234,Rook,Secret,Bad,Blue,White,Female,Yes,1,"1992, September",New Earth,DC
16235,Elijah,Public,Bad,Blue,White,Male,No,2,"2010, October",New Earth,DC
16240,Death Masque,Public,Bad,Brown,Black,Male,No,15,"1994, July",New Earth,DC
16244,Valadin,Secret,Good,Brown,Brown,Male,Yes,4,"2002, January",New Earth,DC
16250,Venizz,Public,Good,Brown,Pink,Female,Yes,7,"2005, December",New Earth,DC
16253,Leanore We,Public,Good,Yellow,Brown,Female,Yes,3,"1996, March",New Earth,DC
16256,Dagon,Secret,Bad,Blue,Black,Male,Yes,1,"1965, May",New Earth,DC
16257,Michael Wasco,Secret,Good,Brown,Black,Male,No,1,1993,New Earth,DC
16260,John Raymond,Secret,Good,Blue,Blond,Male,Yes,21,"2009, October",New Earth,DC
16261,Birthday Girl,Secret,Good,Green,Black,Female,Yes,2,"2010, December",New Earth,DC
16265,Rip Hunter,Secret,Neutral,Blue,Blond,Male,Yes,103,"1959, June",New Earth,DC
16270,Thorndyke Thompkins,Public,Good,Blue,Black,Male,Yes,28,"1940, November",New Earth,DC
16273,Selinda Flinders,Secret,Bad,Blue,Red,Female,Yes,44,"1981, January",New Earth,DC
16275,Mala,Public,Good,Blue,Blond,Female,Yes,7,"1994, October",New Earth,DC
16277,Mi-Sun Kwon,Secret,Good,Brown,Brown,Female,No,26,"2004, May",New Earth,DC
16282,Isabelle Cheranova,Secret,Bad,Hazel,Red,Female,Yes,4,"1999, July",New Earth,DC
16285,Jared,Public,Bad,Red,Black,Male,Yes,4,"2008, August",New Earth,DC
16286,Simon Valentine,Public,Good,Brown,Brown,Male,Yes,15,"2009, October",New Earth,DC
16291,Spin Doctor II,Secret,Bad,Brown,Brown,Female,Yes,4,"2006, December",New Earth,DC
16295,Annie Palmer,Public,Good,Brown,Brown,Female,Yes,3,"2011, June",New Earth,DC
16296,Bad Grrl,Public,Bad,Black,Black,Female,Yes,1,"1999, July",New Earth,DC
16297,Renata Takamori,Public,Good,Red,Black,Female,Yes,29,"1988, October",New Earth,DC
16300,Thomas Quigley,Secret,Bad,Blue,Brown,Male,Yes,1,"1981, August",Earth-One,DC
16301,Canis Major,Public,Bad,Blue,Black,Male,Yes,2,"2001, August",New Earth,DC
16302,Sami Mousawi,Secret,Bad,Brown,Brown,Male,No,5,"2011, April",New Earth,DC
16315,Silver Monkey,Secret,Bad,Blue,Brown,Male,No,8,"1995, May",New Earth,DC
16317,Soapy,Secret,Neutral,Brown,Black,Male,Yes,1,"2005, May",New Earth,DC
16318,Malachi Yandro,Public,Bad,Red,Black,Male,Yes,2,"1978, July",New Earth,DC
16320,Joshua Walker,Secret,Bad,Green,White,Male,Yes,3,"2008, June",New Earth,DC
16322,Kamah,Public,Bad,Red,Orange,Female,No,6,"1984, October",New Earth,DC
16323,Philomela,Public,Bad,Blue,Black,Female,Yes,9,"2008, January",New Earth,DC
16326,Wayne Trigger,Public,Good,Blue,Orange,Male,Yes,11,"1951, May",New Earth,DC
16339,Rose Canton,Secret,Bad,Black,Blond,Female,No,19,"1947, November",New Earth,DC
16341,Big Jim,Public,Bad,Red,Brown,Male,No,1,"1972, March",New Earth,DC
16345,Ganthet,Public,Good,Green,White,Male,Yes,132,1992,New Earth,DC
16346,Ultra-Humanite,Secret,Bad,Red,White,Male,Yes,74,"1939, June",New Earth,DC
16348,Cloud,Public,Bad,Black,Black,Male,Yes,1,"2010, March",New Earth,DC
16349,Zeep,Public,Good,Brown,Blond,Male,Yes,4,"1989, May",New Earth,DC
16351,Ebikar Hrui,Secret,Good,Yellow,Green,Male,No,2,"2000, February",New Earth,DC
16353,Klo,Public,Bad,Brown,Grey,Female,Yes,9,"1996, September",New Earth,DC
16355,Silhouette,Secret,Bad,Blue,Red,Male,Yes,5,"1982, December",New Earth,DC
16357,Tomy-Fai,Public,Good,Brown,Red,Female,Yes,8,"1990, April",New Earth,DC
16359,Angry Charlie,Public,Good,Yellow,Brown,Male,Yes,12,"1972, January",New Earth,DC
16361,Scourge,Secret,Bad,Hazel,Brown,Male,No,2,"1990, February",New Earth,DC
16364,Hans von Hammer,Public,Good,Blue,Red,Male,Yes,106,"1965, February",New Earth,DC
16368,Sarolis,Public,Neutral,Brown,Brown,Male,Yes,1,"2009, September",New Earth,DC
16375,Barin Char,Public,Good,Black,Bald,Male,No,1,"2000, September",New Earth,DC
16378,Gillian B. Loeb,Public,Bad,Yellow,Black,Male,No,9,"1987, February",New Earth,DC
16382,Jackson Davies,Secret,Good,Brown,Black,Male,Yes,22,"2003, February",New Earth,DC
16391,Monolith,Secret,Neutral,Brown,Brown,Male,Yes,21,"2004, April",New Earth,DC
16392,Sunspot,Secret,Bad,Black,Brown,Male,Yes,1,"1987, March",New Earth,DC
16394,Laura Klein,Secret,Good,Brown,Black,Female,Yes,1,"2000, October",New Earth,DC
16395,Shado,Secret,Neutral,Brown,Black,Female,Yes,36,"1987, August",New Earth,DC
16396,Gregory Osborne,Non-dual,Neutral,Blue,Brown,Male,Yes,7,"1987, August",New Earth,DC
16397,Michael Jon Carter,Public,Good,Blue,Blond,Male,Yes,427,"1986, February",New Earth,DC
16401,Anne Pasquale,Public,Good,Blue,Black,Female,Yes,4,"1986, September",New Earth,DC
16402,Vesper Fairchild,Public,Good,Green,Black,Female,No,26,"1997, March",New Earth,DC
16409,Sterling Morris,Public,Neutral,Brown,White,Male,Yes,13,"1995, April",New Earth,DC
16410,Tin,Secret,Good,Photocellular,Black,Male,Yes,155,"1962, April",New Earth,DC
16416,Farley Fleeter,Secret,Bad,Blue,Brown,Male,Yes,9,"1967, October",New Earth,DC
16420,Hide,Secret,Bad,Blue,White,Male,No,1,"2010, June",New Earth,DC
16422,Yellow Peril,Secret,Bad,Brown,Black,Male,Yes,1,"2010, December",New Earth,DC
16425,Joker,Secret,Bad,Green,Green,Male,Yes,517,"1940, June",New Earth,DC
16426,Ms. Terrific,Secret,Good,White,Red,Female,Yes,1,"1989, July",New Earth,DC
16427,NautKeLoi,Secret,Good,Yellow,Brown,Male,Yes,10,"1961, December",New Earth,DC
16429,Clotho,Public,Neutral,Brown,White,Female,No,10,"1990, August",New Earth,DC
16431,Naif al-Sheikh,Secret,Good,Brown,Black,Male,Yes,6,"2004, September",New Earth,DC
16434,Tobias Manning,Public,Bad,Blue,Brown,Male,No,16,"1990, August",New Earth,DC
16442,Charis-Nar,Secret,Good,Black,Black,Male,Yes,63,"1981, June",New Earth,DC
16443,Despotellis,Public,Bad,Brown,No,Genderless,Yes,10,"2007, May",New Earth,DC
16446,Thomas Wayne,Public,Good,Brown,Brown,Male,No,142,"1987, February",New Earth,DC
16447,Mister Frost,Public,Bad,Red,White,Male,Yes,1,"1997, March",New Earth,DC
16449,Alura In-Ze,Public,Good,Blue,Blond,Female,No,43,"2004, June",New Earth,DC
16451,John Sargent,Secret,Good,Brown,Brown,Male,No,113,"1941, May",New Earth,DC
16458,William Payton,Secret,Good,Brown,Brown,Male,No,91,"1988, October",New Earth,DC
16463,Olaf Friedriksen,Public,Good,Blue,Blond,Male,Yes,14,"1988, April",New Earth,DC
16469,Lewis Farnham,Secret,Bad,Green,Black,Male,No,1,"1978, September",New Earth,DC
16478,Jed Paulsen,Public,Good,Red,Blond,Male,Yes,15,"1974, December",New Earth,DC
16482,Buna,Public,Bad,Blue,Black,Female,Yes,1,"1995, September",New Earth,DC
16484,Wesley Fermin,Secret,Neutral,Purple,Grey,Male,No,12,"1987, February",New Earth,DC
16485,Skinwalker,Public,Bad,Blue,Grey,Unknown,Yes,2,"1995, February",New Earth,DC
16487,Harlequin III,Secret,Bad,Brown,White,Female,Yes,3,"1993, June",New Earth,DC
16490,Richard Faulkner,Secret,Bad,Black,Black,Male,Yes,4,"2009, January",New Earth,DC
16495,Marisius,Public,Bad,Purple,No,Male,Yes,1,"2006, October",New Earth,DC
16496,Bizarro Green Arrow,Secret,Bad,Blue,Blond,Male,Yes,1,"2007, December",New Earth,DC
16497,Thesily,Public,Neutral,Green,Black,Male,No,12,"1991, December",New Earth,DC
16499,Nazo Baluda,Secret,Good,Variable,Black,Female,Yes,2,"2009, October",New Earth,DC
16502,Blockhouse I,Public,Bad,Blue,No,Unknown,Yes,1,"1988, March",New Earth,DC
16507,Mekanique,Secret,Neutral,Photocellular,Grey,Female,Yes,12,"1985, October",New Earth,DC
16511,Mircea,Secret,Bad,White,Black,Male,Yes,2,"2007, April",New Earth,DC
16515,Alfred Pennyworth,Public,Good,Blue,Black,Male,Yes,930,"1943, April",New Earth,DC
16517,Kent V. Nelson,Secret,Good,Brown,Blond,Male,Yes,64,"2007, November",New Earth,DC
16518,Sterling Silver,Secret,Good,Blue,Red,Male,Yes,1,"2010, December",New Earth,DC
16520,Sir Galahad,Public,Neutral,Black,Brown,Male,Yes,10,"2005, May",New Earth,DC
16524,Malavar,Public,Good,Black,Red,Male,Yes,4,"2009, November",New Earth,DC
16527,Mazdan,Public,Bad,Brown,Blond,Male,Yes,3,"1956, October",Earth-One,DC
16530,Lucas Terrel,Public,Good,Brown,Brown,Male,No,4,"2007, January",New Earth,DC
16533,Sapling,Public,Bad,Green,Green,Unknown,Yes,1,"2006, January",New Earth,DC
16538,Samuel Scudder,Secret,Bad,Brown,Brown,Male,No,80,"1959, March",New Earth,DC
16539,Prohl Gosgotha,Secret,Good,Blue,Black,Male,No,2,"1999, December",New Earth,DC
16549,Oswald Bane,Public,Bad,Brown,Black,Male,Yes,9,"1955, September",New Earth,DC
16553,Nyrese,Public,Good,Blue,Brown,Female,Yes,1,"2002, March",New Earth,DC
16554,Lucy Spears,Public,Good,Blue,Blond,Female,No,11,"1988, November",New Earth,DC
16558,Derrick Coe,Non-dual,Bad,Green,Black,Male,Yes,8,"2005, December",New Earth,DC
16564,Noah Kuttler,Public,Bad,Green,Brown,Male,Yes,98,"1976, September",New Earth,DC
16566,Iota,Public,Bad,Green,Black,Unknown,Yes,1,"1989, April",New Earth,DC
16568,Penelope II,Public,Good,Black,Blond,Female,Yes,1,"1994, November",New Earth,DC
16569,Settler III,Secret,Bad,Brown,Brown,Male,Yes,1,"2010, December",New Earth,DC
16574,Hephaestus,Public,Neutral,Blue,White,Male,Yes,36,"1941, December",New Earth,DC
16576,Philip Curry,Public,Bad,Blue,Black,Male,Yes,9,"2006, May",New Earth,DC
16579,Spangle,Secret,Good,White,Blond,Male,Yes,1,"2011, May",New Earth,DC
16580,Matris Ater Clementia,Public,Good,Pink,Bald,Female,Yes,4,"2008, July",New Earth,DC
16582,Leslie Thompkins,Public,Good,Blue,White,Female,Yes,111,"1976, March",New Earth,DC
16585,Cassius Bannister,Public,Good,Brown,Black,Male,Yes,5,"1979, December",Earth-One,DC
16588,Esteban Sanchez,Public,Good,Brown,Black,Male,Yes,2,1989,New Earth,DC
16590,Arsenal,Secret,Bad,Blue,Purple,Male,Yes,1,"1981, September",Earth-One,DC
16601,Oliversity,Secret,Good,Blue,Black,Male,No,12,"1988, March",New Earth,DC
16602,Eldon Peck,Secret,Bad,Brown,Blond,Male,Yes,7,"2010, July",New Earth,DC
16606,Scott Lowe,Public,Bad,Brown,Bald,Male,Yes,7,"2005, August",New Earth,DC
16624,Kal-El,Public,Good,Gold,Gold,Male,Yes,3,"1998, November",Unknown,DC
16627,Theresa Gomez,Non-dual,Good,Brown,Black,Female,Yes,10,"1983, November",New Earth,DC
16628,Evan Gibson,Public,Good,Blue,Black,Male,Yes,2,"2010, August",New Earth,DC
16630,Oom,Secret,Bad,Black,Grey,Unknown,Yes,8,"1940, December",New Earth,DC
16638,Laral,Public,Good,Brown,Blond,Female,Yes,5,"1983, May",New Earth,DC
16642,Creed Phillips,Secret,Bad,Brown,Brown,Male,Yes,7,"1982, October",New Earth,DC
16644,Hippolyta,Public,Good,Blue,Black,Female,Yes,231,"1987, February",New Earth,DC
16651,Christopher King,Secret,Good,Blue,Blond,Male,Yes,50,"1981, February",New Earth,DC
16655,Mister Magic,Secret,Bad,Brown,Black,Male,No,7,"2008, February",New Earth,DC
16657,William Heller,Secret,Bad,Blue,Blond,Male,No,13,"1987, August",New Earth,DC
16660,Janu,Public,Good,Black,Brown,Male,Yes,42,"1954, April",New Earth,DC
16662,Nelson Mandutu,Public,Good,Black,Black,Male,No,2,"1986, August",New Earth,DC
16664,Thomas Raymond Chatham,Public,Bad,Green,Brown,Male,No,1,"1995, July",New Earth,DC
16668,Brenda Forest,Public,Good,Blue,Brown,Female,Yes,1,"1941, June",New Earth,DC
16670,Dartagnan,Secret,Bad,Blue,Red,Male,Yes,1,"1999, July",New Earth,DC
16675,Cydippe,Public,Good,Brown,Red,Female,Yes,5,"1991, January",New Earth,DC
16683,Stayne,Secret,Bad,Blue,Black,Female,Yes,2,"1996, July",New Earth,DC
16685,Matthew Shrieve,Secret,Good,White,Red,Male,Yes,9,"1980, November",New Earth,DC
16688,Arch,Public,Bad,Blue,Red,Male,Yes,7,"1999, June",New Earth,DC
16690,Executrix,Secret,Bad,Brown,Brown,Female,Yes,3,"1983, February",Earth-One,DC
16691,Promise,Secret,Neutral,Black,Blond,Female,Yes,4,"2011, February",New Earth,DC
16693,Echson Krystal,Public,Bad,Brown,Brown,Male,Yes,6,"1991, December",New Earth,DC
16694,Amsel Reiniger,Secret,Bad,Blue,Blond,Male,Yes,6,"2000, May",New Earth,DC
16695,Mister Mind,Secret,Bad,Red,Black,Male,Yes,38,"1943, March",New Earth,DC
16696,Mortimer Jibbet,Secret,Good,Brown,Black,Male,Yes,49,"1939, April",New Earth,DC
16700,Rani Singh,Secret,Good,Brown,Brown,Male,Yes,5,"2011, January",New Earth,DC
16704,Tracer,Secret,Bad,Brown,Red,Male,Yes,16,"1990, June",New Earth,DC
16709,Anthony Gambi,Secret,Bad,Black,Black,Male,Yes,5,"1999, November",New Earth,DC
16711,Sebastian Ives,Public,Good,Brown,Blond,Male,Yes,34,"1991, October",New Earth,DC
16714,Shen Li Po,Public,Good,Brown,Black,Male,Yes,11,"2006, July",New Earth,DC
16720,Tengu II,Secret,Bad,Blue,Black,Male,Yes,1,"2000, August",New Earth,DC
16727,William Randolph Wintergreen,Public,Neutral,White,White,Male,No,64,"1980, December",New Earth,DC
16729,Beautia Sivana,Public,Neutral,Blue,Blond,Female,Yes,8,"1987, April",New Earth,DC
16731,Ryan Diaz,Public,Good,Brown,Brown,Female,Yes,7,"2006, December",New Earth,DC
16733,Khufu,Public,Good,Blue,Blond,Male,Yes,21,"1940, January",New Earth,DC
16737,Kathana,Public,Bad,Green,Brown,Unknown,Yes,3,"1994, June",New Earth,DC
16738,Garv,Public,Good,Blue,Brown,Male,Yes,65,"1990, May",New Earth,DC
16740,Phillip Hunter,Public,Good,Blue,Red,Male,Yes,8,"1966, April",New Earth,DC
16741,Danette Reilly,Secret,Good,Blue,Red,Female,Yes,91,"1981, August",New Earth,DC
16747,Jefferson Skeevers,Public,Bad,Brown,Black,Male,Yes,4,"1987, March",New Earth,DC
16754,Mur,Secret,Bad,Brown,Brown,Male,Yes,2,"2009, January",New Earth,DC
16758,Tana Moon II,Public,Good,Brown,Black,Female,Yes,5,"2001, July",New Earth,DC
16759,Short Round,Public,Good,Brown,Black,Male,Yes,7,"1979, February",New Earth,DC
16768,Barbara Gordon,Secret,Good,Brown,Brown,Female,No,12,"1994, September",Unknown,DC
16769,Nathaniel Wayne,Public,Bad,Brown,Black,Male,Yes,1,"2010, July",New Earth,DC
16775,Bernadeth,Secret,Bad,Brown,Black,Female,Yes,49,"1972, February",New Earth,DC
16790,Frederick von Frankenstein,Public,Bad,Red,Black,Male,Yes,17,"1996, October",New Earth,DC
16791,Jason Woodrue,Public,Bad,Red,Green,Male,Yes,113,"1962, July",New Earth,DC
16793,Erik Storn,Secret,Good,Brown,Brown,Male,No,26,"2006, July",New Earth,DC
16794,Cheeks,Public,Good,Blue,Blond,Unknown,Yes,14,"1985, June",New Earth,DC
16799,Jayna,Secret,Good,Brown,Black,Female,Yes,12,"1995, October",New Earth,DC
16800,Slim Kilkenny Stryker,Public,Good,White,Brown,Male,No,18,"1961, May",New Earth,DC
16804,Psi-Phon,Secret,Bad,Brown,Brown,Male,Yes,8,"1988, July",New Earth,DC
16808,Karen Beecher,Secret,Good,Brown,Black,Female,Yes,83,"1976, December",New Earth,DC
16810,Hwa Rang,Secret,Bad,Brown,Black,Male,No,6,"2004, July",New Earth,DC
16815,Rebecca Langstrom,Public,Good,Blue,Blond,Female,Yes,20,"1978, May",New Earth,DC
16818,Wes Anselm,Public,Bad,Multiple,Blond,Male,No,2,"1988, December",New Earth,DC
16820,Anna Fortune,Secret,Good,Gold,Blond,Female,Yes,15,"2010, June",New Earth,DC
16822,Laura De Mille,Secret,Bad,Blue,Black,Female,No,42,"1964, March",New Earth,DC
16823,Huitzilopochtli,Public,Neutral,Black,Grey,Male,Yes,1,"1991, October",New Earth,DC
16824,Roman Sionis,Public,Bad,Black,Blond,Male,No,92,"1985, August",New Earth,DC
16827,Olivia Reynolds,Public,Bad,Green,Red,Female,Yes,11,"1969, September",New Earth,DC
16828,Lasso,Secret,Bad,Black,Brown,Male,Yes,5,"2005, May",New Earth,DC
16832,La Salamanca,Secret,Good,Brown,Black,Female,Yes,5,"2000, September",New Earth,DC
16838,Marionette,Secret,Bad,Brown,Brown,Male,No,1,"1982, January",New Earth,DC
16839,Zzlrrrzzzm,Secret,Bad,Green,Bald,Male,Yes,1,"1987, August",New Earth,DC
16841,Queen Clea,Public,Bad,Blue,Blond,Female,Yes,10,"1944, March",New Earth,DC
16842,Jezebelle of New Genesis,Secret,Good,Yellow,Red,Female,No,8,"1977, July",New Earth,DC
16864,Freyja,Secret,Good,Black,Black,Female,Yes,2,"1967, October",New Earth,DC
16869,Jean-Paul Valley,Secret,Good,Blue,Blond,Male,No,234,"1992, October",New Earth,DC
16874,Tolteca,Secret,Bad,Blue,Black,Female,Yes,2,"2002, September",New Earth,DC
16877,Jaime Sanchez,Public,Bad,Brown,Black,Male,Yes,1,"1979, September",New Earth,DC
16883,Marco Polo,Public,Good,Brown,Black,Male,Yes,26,"1938, June",New Earth,DC
16884,Francisco Gracia,Public,Good,Black,Black,Male,Yes,7,"2009, November",New Earth,DC
16886,Mackenzie Bock,Public,Good,Brown,Blond,Male,Yes,65,"1995, January",New Earth,DC
16888,Nasreen Samari,Secret,Neutral,Brown,Black,Female,Yes,4,"2010, July",New Earth,DC
16889,Distortionex,Secret,Bad,Blue,Brown,Male,Yes,1,"1982, January",New Earth,DC
16896,Meloni Thawne,Public,Neutral,Amber,Brown,Female,Yes,13,"1997, March",New Earth,DC
16907,Carlton Slater,Secret,Bad,Red,Blond,Male,No,4,"1994, May",New Earth,DC
16910,Jennifer Warren,Secret,Good,White,Black,Male,Yes,12,"2009, May",New Earth,DC
16911,Lycus,Public,Bad,Blue,Brown,Male,Yes,5,"2008, October",New Earth,DC
16913,Kara Zor-El,Secret,Good,Blue,Blond,Female,Yes,297,"2004, May",New Earth,DC
16917,Nathaniel Adam,Secret,Good,Blue,White,Male,Yes,386,"1987, March",New Earth,DC
16918,Orin I,Public,Good,Blue,Black,Male,No,7,"1990, March",New Earth,DC
16921,Brenda Ruskin,Public,Good,Brown,Red,Female,Yes,3,"1997, February",New Earth,DC
16924,Johannes van der Houten,Secret,Bad,Blue,White,Male,No,5,"1988, September",New Earth,DC
16925,Chumpp,Non-dual,Bad,Brown,Black,Male,No,1,1993,New Earth,DC
16926,Dexter Nichols,Public,Neutral,Green,Brown,Male,Yes,10,"2009, July",New Earth,DC
16927,Scott Tucker,Public,Good,Black,Blond,Male,Yes,18,"1997, June",New Earth,DC
16931,Serifan,Secret,Good,Blue,Blond,Male,No,51,"1971, March",New Earth,DC
16932,Curtis Heller,Non-dual,Bad,Red,Grey,Male,Yes,3,"1995, July",New Earth,DC
16944,Janice Jordan,Public,Good,Blue,Black,Female,Yes,4,"1978, October",New Earth,DC
16949,Leatherchap,Secret,Good,Green,Brown,Male,Yes,1,"2011, May",New Earth,DC
16950,Ronald Raymond,Secret,Good,Blue,Brown,Male,Yes,386,"1978, March",New Earth,DC
16963,Hotspot,Secret,Bad,White,Blond,Female,Yes,1,"1994, September",New Earth,DC
16970,Xu Tao,Secret,Good,Brown,Black,Male,Yes,13,"2006, June",New Earth,DC
16972,Crispus Allen,Secret,Good,Brown,White,Male,No,116,"2000, March",New Earth,DC
16974,Syra,Public,Good,Hazel,Blond,Female,No,1,"1989, May",New Earth,DC
16981,Parademon,Public,Neutral,Brown,White,Male,No,15,"2005, July",New Earth,DC
16982,Gorius Karkum,Public,Good,Red,Brown,Female,Yes,9,"2010, July",New Earth,DC
16986,Daria Hernandez,Public,Neutral,Brown,Brown,Female,Yes,10,"2003, July",New Earth,DC
16992,Doctor Demon,Non-dual,Bad,Brown,Blond,Female,Yes,3,"2010, April",New Earth,DC
16993,Bivvix,Public,Good,Blue,White,Male,No,7,"1993, August",New Earth,DC
16995,Stealth,Secret,Good,Pink,White,Female,No,98,"1989, February",New Earth,DC
16998,Dreamslayer,Secret,Bad,Blue,Black,Male,Yes,20,"1990, June",New Earth,DC
17002,Silhouette II,Public,Bad,Red,Brown,Unknown,Yes,1,"2006, January",New Earth,DC
17003,Barbara Kowaleski,Public,Bad,Orange,Brown,Female,Yes,1,"1987, February",New Earth,DC
17005,Sherman Fine,Secret,Bad,Yellow,No,Male,Yes,6,"2009, August",New Earth,DC
17017,Mawu,Public,Neutral,Brown,Black,Female,Yes,1,"1997, October",New Earth,DC
17019,Piton II,Public,Bad,Brown,Variable,Male,Yes,1,"1999, December",New Earth,DC
17020,Phillip Kramer,Public,Good,Brown,Brown,Male,Yes,13,"1987, June",New Earth,DC
17024,Peter Gambi,Public,Neutral,Black,Brown,Male,No,13,"1977, April",New Earth,DC
17027,Bison-Black-As-Midnight-Sky,Public,Bad,Brown,White,Male,No,2,"1982, June",New Earth,DC
17029,Hecate,Secret,Neutral,Blue,White,Female,Yes,6,"1988, August",New Earth,DC
17031,Arturo Rodriguez,Public,Good,Brown,Brown,Male,Yes,15,"2004, June",New Earth,DC
17032,Vandor,Public,Good,Green,White,Male,No,19,"2006, August",New Earth,DC
17035,Eleanor Poole,Secret,Good,Grey,Brown,Female,Yes,4,"1989, February",New Earth,DC
17038,Lord Garnet,Public,Good,Brown,Black,Male,Yes,26,"1983, October",New Earth,DC
17041,Four of Spades I,Non-dual,Neutral,Brown,Black,Female,Yes,3,"1990, July",New Earth,DC
17042,Charlotte Blackwood,Non-dual,Good,Brown,Brown,Female,Yes,2,"2010, December",New Earth,DC
17044,Titus Czonka,Secret,Bad,Brown,Brown,Male,Yes,12,"1993, November",New Earth,DC
17046,Mayfly,Secret,Bad,Brown,Blond,Female,No,5,"1993, September",New Earth,DC
17047,Morisca,Public,Good,Brown,Red,Female,No,1,"1990, May",New Earth,DC
17049,Squid,Public,Bad,Auburn,Brown,Male,Yes,2,"1982, February",New Earth,DC
17051,Frank Verrano,Secret,Good,Black,Brown,Male,Yes,17,"2009, October",New Earth,DC
17055,Headhunter I,Secret,Bad,Blue,White,Male,Yes,2,"1992, December",New Earth,DC
17058,Harlan Combs,Secret,Bad,Brown,Brown,Male,Yes,3,"2003, March",New Earth,DC
17059,Warlock of Ys,Public,Bad,Black,Brown,Male,Yes,11,"1966, January",New Earth,DC
17063,Cheyenne Freemont,Secret,Good,Brown,Red,Female,Yes,7,"2006, May",New Earth,DC
17074,March,Public,Bad,Blue,Blond,Male,Yes,7,"2000, December",New Earth,DC
17075,Liam Hawkleigh,Secret,Bad,Blue,Brown,Male,Yes,12,"1994, May",New Earth,DC
17077,Captain Murder,Secret,Bad,Blue,Black,Female,Yes,4,"2010, April",New Earth,DC
17078,Lawless,Secret,Good,Blue,Brown,Male,Yes,1,"1989, April",New Earth,DC
17079,Thomas Bolt,Secret,Good,Blue,Brown,Male,No,5,"1986, March",New Earth,DC
17084,Thaal Sinestro,Public,Neutral,Yellow,Black,Male,Yes,237,"1961, August",New Earth,DC
17092,Talia al Ghul,Secret,Bad,Brown,Brown,Female,No,177,"1971, May",New Earth,DC
17098,Jean-Marc de Villars,Secret,Good,Black,White,Male,Yes,5,"1989, January",New Earth,DC
17101,Mark Richards,Public,Good,Brown,Black,Male,Yes,30,"2006, April",New Earth,DC
17103,Bryony,Public,Bad,Brown,Brown,Female,No,1,"2006, January",New Earth,DC
17107,Robert Carmichael,Public,Bad,Green,Blond,Male,No,4,"1991, November",New Earth,DC
17108,Ramsey Robinson,Secret,Good,Blue,Black,Male,Yes,36,"2004, November",New Earth,DC
17110,Rae Hall,Public,Good,Brown,Red,Female,Yes,11,"1968, November",New Earth,DC
17116,Tarkus Whin,Public,Good,Blue,Black,Male,No,3,"2005, November",New Earth,DC
17128,Julius Barrow,Public,Bad,Brown,Black,Male,Yes,1,"1991, May",New Earth,DC
17132,William Roberts,Public,Bad,Brown,Brown,Male,Yes,1,"1987, December",New Earth,DC
17139,Bess Lynn,Secret,Good,Blue,Blond,Female,No,16,"1962, August",New Earth,DC
17146,Thomas Dawson,Public,Bad,Green,Grey,Male,No,2,"1999, March",New Earth,DC
17148,Sleer Prigatz,Public,Good,Blue,Black,Male,Yes,15,"1992, October",New Earth,DC
17149,Sweeney,Secret,Good,Brown,Black,Female,Yes,9,"2003, March",New Earth,DC
17150,Antinus,Public,Good,Yellow,Brown,Female,No,1,"2009, August",New Earth,DC
17152,Mateo Flores,Public,Bad,Brown,Black,Male,Yes,5,"2002, October",New Earth,DC
17159,Angon,Public,Bad,Blue,Grey,Female,No,9,"1993, August",New Earth,DC
17162,Dax-Am,Public,Neutral,Black,Blond,Male,Yes,1,"2009, October",New Earth,DC
17165,Abyss,Unknown,Bad,Blue,Brown,Male,Yes,1,"1982, February",New Earth,DC
17172,Decibel,Non-dual,Bad,Green,Black,Male,Yes,1,"1983, October",New Earth,DC
17179,Lowell Jeffries,Public,Neutral,Black,Black,Male,Yes,2,"2006, October",New Earth,DC
17180,Badlands,Secret,Bad,Brown,Blond,Male,Yes,2,"2006, January",New Earth,DC
17182,Brik,Secret,Good,White,Bald,Female,Yes,76,"1991, May",New Earth,DC
17187,Mitchell Mayo,Public,Bad,Black,Black,Male,No,5,"2002, January",New Earth,DC
17190,Jared Stevens,Public,Good,Blue,Black,Male,No,54,"1994, October",New Earth,DC
17191,Diana Rockwell,Public,Good,Blue,Blond,Female,No,12,"1987, December",New Earth,DC
17192,Sylvester Pemberton,Secret,Good,Blue,Black,Male,No,229,"1941, October",New Earth,DC
17194,Britton,Public,Neutral,Brown,Brown,Male,Yes,1,"1990, April",New Earth,DC
17195,Ronald Sweet,Secret,Bad,Grey,Blond,Male,Yes,7,"1989, October",New Earth,DC
17203,Mitsu-Bishi,Public,Bad,Blue,Brown,Male,Yes,5,"1986, July",New Earth,DC
17205,Gerri Brauer,Secret,Good,Blue,Blond,Female,Yes,32,"1994, January",Unknown,DC
17207,Paradox,Secret,Bad,Red,White,Male,Yes,1,1991,New Earth,DC
17208,Harvest II,Secret,Bad,Black,Red,Unknown,Yes,1,"2006, November",New Earth,DC
17210,Belle Jackson,Secret,Good,Blue,Black,Female,Yes,10,"1989, January",New Earth,DC
17211,Frostbite,Secret,Good,Blue,Blue,Male,Yes,17,"1997, June",New Earth,DC
17213,Doctor Zen,Secret,Good,Brown,Blond,Male,Yes,2,"1992, August",New Earth,DC
17215,Ill-Informed White Guy,Secret,Bad,Blue,Black,Male,Yes,1,"2010, December",New Earth,DC
17225,Charles Halstead,Public,Bad,Blue,Red,Male,No,8,"1945, December",New Earth,DC
